task_id,frame,track_id,bb_left,bb_top,bb_width,bb_height,conf,class_id,visibility,area,speed,tracking_persistence,bbox_left,bbox_top,bbox_width,bbox_height,center_cx,center_cy,shape_perimeter,shape_circularity,shape_circularity_increment,shape_aspect_ratio,shape_shape_change_rate,shape_spreading_index,shape_protrusion_activity_index,motion_vx,motion_vy,motion_distance,motion_migration_speed,motion_mean_square_displacement,motion_turning_angle,motion_persistence_index
example_task_id,12,1,2040.0,690.0,125.0,105.0,1.0,0,1.0,13125.0,2.9154759474226504,0.98,2040.0,690.0,125.0,105.0,2102.5,742.5,460.0,0.7794594249218533,0.00010464536095056154,1.1904761904761905,0.017757444168734492,0.9137426900584795,0.008771929824561403,1.5,-2.5,2.9154759474226504,2.9154759474226504,10.0,-0.01817981507297839,0.98
example_task_id,13,1,2042.0,688.0,125.0,105.0,1.0,0,1.0,13125.0,2.8284271247461903,0.98,2042.0,688.0,125.0,105.0,2104.5,740.5,460.0,0.7794594249218533,0.0,1.1904761904761905,0.0,0.9137426900584795,0.0,2.0,-2.0,2.8284271247461903,2.8284271247461903,8.0,0.24497866312686423,0.98
example_task_id,14,1,2044.0,687.0,125.0,106.0,1.0,0,1.0,13250.0,2.0615528128088303,0.98,2044.0,687.0,125.0,106.0,2106.5,740.0,462.0,0.7800847559090864,0.0006253309872331636,1.179245283018868,0.009523809523809525,0.9224450013923698,0.004347826086956522,2.0,-0.5,2.0615528128088303,2.0615528128088303,5.0,0.5404195002705842,0.98
example_task_id,15,1,2079.0,685.0,91.0,78.0,1.0,0,1.0,7098.0,24.08318915758459,0.98,2079.0,685.0,91.0,78.0,2124.5,724.0,338.0,0.7807508369868125,0.0006660810777260329,1.1666666666666667,-0.4643018867924528,0.49415204678362573,-0.2683982683982684,18.0,-16.0,24.08318915758459,24.08318915758459,1229.0,-0.4816636775548615,0.98
example_task_id,16,1,2095.0,676.0,87.0,75.0,1.0,0,1.0,6525.0,17.5,0.98,2095.0,676.0,87.0,75.0,2138.5,713.5,324.0,0.7810887084542524,0.0003378714674399097,1.16,-0.08072696534234995,0.4542606516290727,-0.04142011834319527,14.0,-10.5,17.5,17.5,337.0,0.08314123188844125,0.98
example_task_id,17,1,2112.0,675.0,80.0,67.0,1.0,0,1.0,5360.0,14.396180048887969,0.98,2112.0,675.0,80.0,67.0,2152.0,708.5,294.0,0.7792557093452399,-0.0018329991090124675,1.1940298507462686,-0.178544061302682,0.37315510999721524,-0.09259259259259259,13.5,-5.0,14.396180048887969,14.396180048887969,290.0,0.28879545678234403,0.98
example_task_id,18,1,2120.0,676.0,77.0,64.0,1.0,0,1.0,4928.0,6.519202405202649,0.98,2120.0,676.0,77.0,64.0,2158.5,708.0,282.0,0.778721824701499,-0.0005338846437409339,1.203125,-0.08059701492537313,0.34307992202729043,-0.04081632653061224,6.5,-0.5,6.519202405202649,6.519202405202649,65.0,0.2779337607411623,0.98
example_task_id,19,1,2127.0,675.0,75.0,61.0,1.0,0,1.0,4575.0,6.5,0.98,2127.0,675.0,75.0,61.0,2164.5,705.5,272.0,0.7770753887420687,-0.0016464359594302591,1.2295081967213115,-0.0716314935064935,0.3185045948203843,-0.03546099290780142,6.0,-2.5,6.5,6.5,50.0,-0.3180192284299834,0.98
example_task_id,20,1,2136.0,675.0,72.0,56.0,1.0,0,1.0,4032.0,7.905694150420948,0.98,2136.0,675.0,72.0,56.0,2172.0,703.0,256.0,0.7731263170943632,-0.0039490716477055265,1.2857142857142858,-0.11868852459016394,0.2807017543859649,-0.058823529411764705,7.5,-2.5,7.905694150420948,7.905694150420948,81.0,0.07304056530311931,0.98
example_task_id,21,1,2137.0,675.0,73.0,55.0,1.0,0,1.0,4015.0,1.5811388300841898,0.98,2137.0,675.0,73.0,55.0,2173.5,702.5,256.0,0.7698666079201062,-0.0032597091742569972,1.3272727272727274,-0.004216269841269841,0.27951824004455583,0.0,1.5,-0.5,1.5811388300841898,1.5811388300841898,1.0,0.0,0.98
example_task_id,22,1,2137.0,674.0,75.0,56.0,1.0,0,1.0,4200.0,1.118033988749895,0.98,2137.0,674.0,75.0,56.0,2174.5,702.0,262.0,0.7688764725294057,-0.000990135390700475,1.3392857142857142,0.0460772104607721,0.29239766081871343,0.0234375,1.0,-0.5,1.118033988749895,1.118033988749895,1.0,-0.1418970546041639,0.98
example_task_id,23,1,2142.0,668.0,79.0,57.0,1.0,0,1.0,4503.0,8.902246907382429,0.98,2142.0,668.0,79.0,57.0,2181.5,696.5,272.0,0.7648460055749804,-0.004030466954425327,1.3859649122807018,0.07214285714285715,0.3134920634920635,0.03816793893129771,7.0,-5.5,8.902246907382429,8.902246907382429,61.0,-0.20232162837830375,0.98
example_task_id,24,1,2144.0,663.0,86.0,62.0,1.0,0,1.0,5332.0,6.041522986797286,0.98,2144.0,663.0,86.0,62.0,2187.0,694.0,296.0,0.7647448880999259,-0.00010111747505447966,1.3870967741935485,0.1840994892294026,0.3712057922584238,0.08823529411764706,5.5,-2.5,6.041522986797286,6.041522986797286,29.0,0.23934174425223376,0.98
example_task_id,25,1,2143.0,661.0,92.0,65.0,1.0,0,1.0,5980.0,2.0615528128088303,0.98,2143.0,661.0,92.0,65.0,2189.0,693.5,314.0,0.7621698271113215,-0.002575060988604383,1.4153846153846155,0.12153038259564891,0.41631857421331103,0.060810810810810814,2.0,-0.5,2.0615528128088303,2.0615528128088303,5.0,0.18164883000001195,0.98
example_task_id,26,1,2154.0,663.0,80.0,55.0,1.0,0,1.0,4400.0,5.830951894845301,0.98,2154.0,663.0,80.0,55.0,2194.0,690.5,270.0,0.7584640700024741,-0.003705757108847463,1.4545454545454546,-0.26421404682274247,0.3063213589529379,-0.14012738853503184,5.0,-3.0,5.830951894845301,5.830951894845301,125.0,-0.29544083714372005,0.98
example_task_id,27,1,2146.0,666.0,87.0,57.0,1.0,0,1.0,4959.0,6.020797289396148,0.98,2146.0,666.0,87.0,57.0,2189.5,694.5,288.0,0.751309701444434,-0.007154368558040081,1.5263157894736843,0.12704545454545454,0.34523809523809523,0.06666666666666667,-4.5,4.0,6.020797289396148,6.020797289396148,73.0,2.9553698131786517,0.98
example_task_id,28,1,2139.0,664.0,100.0,63.0,1.0,0,1.0,6300.0,1.118033988749895,0.98,2139.0,664.0,100.0,63.0,2189.0,695.5,326.0,0.7449295689568932,-0.006380132487540768,1.5873015873015872,0.27041742286751363,0.43859649122807015,0.13194444444444445,-0.5,1.0,1.118033988749895,1.118033988749895,53.0,-0.3805063771123649,0.98
example_task_id,29,1,2139.0,665.0,104.0,65.0,1.0,0,1.0,6760.0,2.8284271247461903,0.98,2139.0,665.0,104.0,65.0,2191.0,697.5,338.0,0.7435722257017262,-0.0013573432551670095,1.6,0.07301587301587302,0.4706209969367864,0.03680981595092025,2.0,2.0,2.8284271247461903,2.8284271247461903,1.0,-1.2490457723982544,0.98
example_task_id,30,1,2137.0,667.0,112.0,66.0,1.0,0,1.0,7392.0,3.2015621187164243,0.98,2137.0,667.0,112.0,66.0,2193.0,700.0,356.0,0.7329457421833023,-0.01062648351842388,1.696969696969697,0.09349112426035502,0.5146198830409356,0.05325443786982249,2.0,2.5,3.2015621187164243,3.2015621187164243,8.0,0.11065722117389565,0.98
example_task_id,31,1,2131.0,666.0,121.0,70.0,1.0,0,1.0,8470.0,1.8027756377319946,0.98,2131.0,666.0,121.0,70.0,2191.5,701.0,382.0,0.7294013260575518,-0.003544416125750516,1.7285714285714286,0.14583333333333334,0.5896686159844055,0.07303370786516854,-1.5,1.0,1.8027756377319946,1.8027756377319946,37.0,1.6575346654708818,0.98
example_task_id,32,1,2125.0,665.0,137.0,79.0,1.0,0,1.0,10823.0,4.031128874149275,0.98,2125.0,665.0,137.0,79.0,2193.5,704.5,432.0,0.728769232034515,-0.0006320940230367667,1.7341772151898733,0.27780401416765055,0.7534809245335561,0.13089005235602094,2.0,3.5,4.031128874149275,4.031128874149275,37.0,-1.501939837493852,0.98
example_task_id,33,1,2127.0,668.0,136.0,77.0,1.0,0,1.0,10472.0,2.5,0.98,2127.0,668.0,136.0,77.0,2195.0,706.5,426.0,0.725137390473502,-0.0036318415610130383,1.7662337662337662,-0.032430934121777694,0.7290448343079922,-0.013888888888888888,1.5,2.0,2.5,2.5,13.0,-0.12435499454676158,0.98
example_task_id,34,1,2125.0,666.0,139.0,77.0,1.0,0,1.0,10703.0,2.0615528128088303,0.98,2125.0,666.0,139.0,77.0,2194.5,704.5,432.0,0.7206890040160226,-0.004448386457479359,1.8051948051948052,0.022058823529411766,0.7451267056530214,0.014084507042253521,-0.5,-2.0,2.0615528128088303,2.0615528128088303,8.0,-2.743070207923373,0.98
example_task_id,35,1,2141.0,661.0,121.0,67.0,1.0,0,1.0,8107.0,12.206555615733702,0.98,2141.0,661.0,121.0,67.0,2201.5,694.5,376.0,0.7206001483321767,-8.885568384597864e-05,1.8059701492537314,-0.24254881808838644,0.5643971038707881,-0.12962962962962962,7.0,-10.0,12.206555615733702,12.206555615733702,281.0,0.8557046275160728,0.98
example_task_id,36,1,2158.0,652.0,104.0,56.0,1.0,0,1.0,5824.0,16.80773631397161,0.98,2158.0,652.0,104.0,56.0,2210.0,680.0,320.0,0.7147123286916779,-0.0058878196404987815,1.8571428571428572,-0.28160848649315406,0.40545808966861596,-0.14893617021276595,8.5,-14.5,16.80773631397161,16.80773631397161,370.0,-0.08051019161257866,0.98
example_task_id,37,1,2150.0,638.0,122.0,64.0,1.0,0,1.0,7808.0,10.04987562112089,0.98,2150.0,638.0,122.0,64.0,2211.0,670.0,372.0,0.7090286576260003,-0.005683671065677576,1.90625,0.34065934065934067,0.5435811751601225,0.1625,1.0,-10.0,10.04987562112089,10.04987562112089,260.0,-0.43054712028546804,0.98
example_task_id,38,1,2163.0,639.0,122.0,62.0,1.0,0,1.0,7564.0,13.0,0.98,2163.0,639.0,122.0,62.0,2224.0,670.0,368.0,0.7018846535843926,-0.007144004041607754,1.967741935483871,-0.03125,0.5265942634363687,-0.010752688172043012,13.0,0.0,13.0,13.0,170.0,1.4711276743037347,0.98
example_task_id,39,1,2182.0,635.0,121.0,57.0,1.0,0,1.0,6897.0,19.60867155112758,0.98,2182.0,635.0,121.0,57.0,2242.5,663.5,356.0,0.6838645540906705,-0.018020099493722075,2.1228070175438596,-0.08818085668958223,0.4801587301587302,-0.03260869565217391,18.5,-6.5,19.60867155112758,19.60867155112758,377.0,-0.33787818824027843,0.98
example_task_id,40,1,2196.0,633.0,121.0,53.0,1.0,0,1.0,6413.0,14.560219778561036,0.98,2196.0,633.0,121.0,53.0,2256.5,659.5,348.0,0.6654456892413576,-0.018418864849312877,2.2830188679245285,-0.07017543859649122,0.446463380673907,-0.02247191011235955,14.0,-4.0,14.560219778561036,14.560219778561036,200.0,0.0595785292351671,0.98
example_task_id,41,1,2192.0,632.0,119.0,48.0,1.0,0,1.0,5712.0,6.103277807866851,0.98,2192.0,632.0,119.0,48.0,2251.5,656.0,334.0,0.6434356641437448,-0.02201002509761285,2.4791666666666665,-0.10930921565569936,0.39766081871345027,-0.040229885057471264,-5.0,-3.5,6.103277807866851,6.103277807866851,17.0,-2.252567030195473,0.98
example_task_id,42,1,2190.0,626.0,115.0,41.0,1.0,0,1.0,4715.0,10.307764064044152,0.98,2190.0,626.0,115.0,41.0,2247.5,646.5,312.0,0.6086706673929929,-0.03476499675075184,2.8048780487804876,-0.17454481792717086,0.3282511835143414,-0.0658682634730539,-4.0,-9.5,10.307764064044152,10.307764064044152,40.0,0.5615479167392678,0.98
example_task_id,43,1,2150.0,607.0,148.0,51.0,1.0,0,1.0,7548.0,27.35415873317986,0.98,2150.0,607.0,148.0,51.0,2224.0,632.5,398.0,0.5987914787327532,-0.009879188660239735,2.9019607843137254,0.6008483563096501,0.5254803675856308,0.27564102564102566,-23.5,-14.0,27.35415873317986,27.35415873317986,1961.0,-0.6349891668277048,0.98
example_task_id,44,1,2128.0,604.0,142.0,47.0,1.0,0,1.0,6674.0,25.495097567963924,0.98,2128.0,604.0,142.0,47.0,2199.0,627.5,378.0,0.5869653528752913,-0.0118261258574619,3.021276595744681,-0.11579226285108637,0.4646338067390699,-0.05025125628140704,-25.0,-5.0,25.495097567963924,25.495097567963924,493.0,-0.3398891544508911,0.98
example_task_id,45,1,2115.0,605.0,134.0,41.0,1.0,0,1.0,5494.0,17.11724276862369,0.98,2115.0,605.0,134.0,41.0,2182.0,625.5,350.0,0.5635888992268514,-0.023376453648439877,3.268292682926829,-0.17680551393467187,0.38248398774714565,-0.07407407407407407,-17.0,-2.0,17.11724276862369,17.11724276862369,170.0,-0.08028681528301629,0.98
example_task_id,46,1,2103.0,604.0,139.0,42.0,1.0,0,1.0,5838.0,9.513148795220223,0.98,2103.0,604.0,139.0,42.0,2172.5,625.0,362.0,0.5598308327479995,-0.003758066478851907,3.3095238095238093,0.06261376046596287,0.4064327485380117,0.03428571428571429,-9.5,-0.5,9.513148795220223,9.513148795220223,145.0,-0.06452568295592265,0.98
example_task_id,47,1,2098.0,602.0,142.0,42.0,1.0,0,1.0,5964.0,4.031128874149275,0.98,2098.0,602.0,142.0,42.0,2169.0,623.0,368.0,0.5534161916945157,-0.006414641053483772,3.380952380952381,0.02158273381294964,0.4152046783625731,0.016574585635359115,-3.5,-2.0,4.031128874149275,4.031128874149275,29.0,0.4665630526355815,0.98
example_task_id,48,1,2071.0,596.0,161.0,49.0,1.0,0,1.0,7889.0,17.67766952966369,0.98,2071.0,596.0,161.0,49.0,2151.5,620.5,420.0,0.5619960191421741,0.008579827447658395,3.2857142857142856,0.3227699530516432,0.5492202729044834,0.14130434782608695,-17.5,-2.5,17.67766952966369,17.67766952966369,765.0,-0.377249059642359,0.98
example_task_id,49,1,2061.0,595.0,165.0,50.0,1.0,0,1.0,8250.0,8.0156097709407,0.98,2061.0,595.0,165.0,50.0,2143.5,620.0,430.0,0.5606952816033703,-0.0013007375388037756,3.3,0.04575991887438205,0.5743525480367586,0.023809523809523808,-8.0,-0.5,8.0156097709407,8.0156097709407,101.0,-0.07947824460820696,0.98
example_task_id,50,1,2055.0,589.0,176.0,56.0,1.0,0,1.0,9856.0,3.0413812651491097,0.98,2055.0,589.0,176.0,56.0,2143.0,617.0,464.0,0.5752738033921857,0.014578521788815357,3.142857142857143,0.19466666666666665,0.6861598440545809,0.07906976744186046,-0.5,-3.0,3.0413812651491097,3.0413812651491097,72.0,1.3432288393843126,0.98
example_task_id,2,2,2405.0,647.0,115.0,167.0,1.0,0,1.0,19205.0,0.0,0.48,2405.0,647.0,115.0,167.0,2462.5,730.5,564.0,0.758692808613651,0.0,0.688622754491018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48
example_task_id,3,2,2404.0,645.0,120.0,174.0,1.0,0,1.0,20880.0,2.1213203435596424,0.48,2404.0,645.0,120.0,174.0,2464.0,732.0,588.0,0.7589020154444315,0.00020920683078051727,0.6896551724137931,0.08721687060661286,1.0872168706066128,0.0425531914893617,1.5,1.5,2.1213203435596424,2.1213203435596424,5.0,0.0,0.48
example_task_id,4,2,2402.0,644.0,125.0,182.0,1.0,0,1.0,22750.0,3.0413812651491097,0.48,2402.0,644.0,125.0,182.0,2464.5,735.0,614.0,0.7583235139807085,-0.000578501463722958,0.6868131868131868,0.08955938697318008,1.1845873470450403,0.04421768707482993,0.5,3.0,3.0413812651491097,3.0413812651491097,5.0,0.6202494859828216,0.48
example_task_id,5,2,2396.0,640.0,131.0,190.0,1.0,0,1.0,24890.0,3.0,0.48,2396.0,640.0,131.0,190.0,2461.5,735.0,642.0,0.7588653171829656,0.0005418032022570518,0.6894736842105263,0.09406593406593407,1.2960166623275189,0.04560260586319218,-3.0,0.0,3.0,3.0,52.0,1.7359450042095232,0.48
example_task_id,6,2,2390.0,636.0,138.0,199.0,1.0,0,1.0,27462.0,2.5495097567963922,0.48,2390.0,636.0,138.0,199.0,2459.0,735.5,674.0,0.7596652031177777,0.0007998859348121723,0.6934673366834171,0.10333467255926075,1.429940119760479,0.04984423676012461,-2.5,0.5,2.5495097567963922,2.5495097567963922,52.0,-0.19739555984988044,0.48
example_task_id,7,2,2386.0,636.0,144.0,207.0,1.0,0,1.0,29808.0,4.123105625617661,0.48,2386.0,636.0,144.0,207.0,2458.0,739.5,702.0,0.7600960529395423,0.0004308498217645562,0.6956521739130435,0.08542713567839195,1.5520958083832335,0.04154302670623145,-1.0,4.0,4.123105625617661,4.123105625617661,16.0,-1.128422103818152,0.48
example_task_id,8,2,2381.0,631.0,150.0,215.0,1.0,0,1.0,32250.0,2.23606797749979,0.48,2381.0,631.0,150.0,215.0,2456.0,738.5,730.0,0.7604906217171765,0.0003945687776342188,0.6976744186046512,0.0819243156199678,1.6792501952616505,0.039886039886039885,-2.0,-1.0,2.23606797749979,2.23606797749979,50.0,1.7894652726688385,0.48
example_task_id,9,2,2379.0,629.0,152.0,218.0,1.0,0,1.0,33136.0,1.118033988749895,0.48,2379.0,629.0,152.0,218.0,2455.0,738.0,740.0,0.7604077002874462,-8.292142973032046e-05,0.6972477064220184,0.027472868217054264,1.7253840145795365,0.0136986301369863,-1.0,-0.5,1.118033988749895,1.118033988749895,8.0,0.0,0.48
example_task_id,10,2,2377.0,630.0,154.0,220.0,1.0,0,1.0,33880.0,2.23606797749979,0.48,2377.0,630.0,154.0,220.0,2454.0,740.0,748.0,0.7609393970632717,0.0005316967758255409,0.7,0.02245292129406084,1.7641239260609216,0.010810810810810811,-1.0,2.0,2.23606797749979,2.23606797749979,5.0,-1.5707963267948966,0.48
example_task_id,11,2,2375.0,626.0,164.0,230.0,1.0,0,1.0,37720.0,3.1622776601683795,0.48,2375.0,626.0,164.0,230.0,2457.0,741.0,788.0,0.7633594971102515,0.0024201000469797895,0.7130434782608696,0.11334120425029516,1.964071856287425,0.053475935828877004,3.0,1.0,3.1622776601683795,3.1622776601683795,20.0,-1.7126933813990606,0.48
example_task_id,12,2,2370.0,627.0,171.0,237.0,1.0,0,1.0,40527.0,4.743416490252569,0.48,2370.0,627.0,171.0,237.0,2455.5,745.5,816.0,0.7648460055749804,0.001486508464728864,0.7215189873417721,0.07441675503711559,2.110231710492059,0.03553299492385787,-1.5,4.5,4.743416490252569,4.743416490252569,26.0,1.5707963267948968,0.48
example_task_id,13,2,2360.0,678.0,139.0,193.0,1.0,0,1.0,26827.0,38.948684188300895,0.48,2360.0,678.0,139.0,193.0,2429.5,774.5,664.0,0.764620283403373,-0.00022572217160743424,0.7202072538860104,-0.3380462407777531,1.3968758135902108,-0.18627450980392157,-26.0,29.0,38.948684188300895,38.948684188300895,2701.0,0.4091561527600749,0.48
example_task_id,14,2,2351.0,703.0,126.0,172.0,1.0,0,1.0,21672.0,21.224985276791124,0.48,2351.0,703.0,126.0,172.0,2414.0,789.0,596.0,0.766683887984753,0.0020636045813799964,0.7325581395348837,-0.1921571551049316,1.1284561312158292,-0.10240963855421686,-15.5,14.5,21.224985276791124,21.224985276791124,706.0,0.08781245211897826,0.48
example_task_id,15,2,2342.0,711.0,122.0,167.0,1.0,0,1.0,20374.0,12.298373876248844,0.48,2342.0,711.0,122.0,167.0,2403.0,794.5,578.0,0.766355871268764,-0.00032801671598892135,0.7305389221556886,-0.05989294942783315,1.0608695652173914,-0.030201342281879196,-11.0,5.5,12.298373876248844,12.298373876248844,145.0,0.2884295585183949,0.48
example_task_id,16,2,2340.0,710.0,112.0,155.0,1.0,0,1.0,17360.0,9.899494936611665,0.48,2340.0,710.0,112.0,155.0,2396.0,787.5,534.0,0.7650275423462078,-0.0013283289225561878,0.7225806451612903,-0.14793364091489153,0.9039312678989846,-0.07612456747404844,-7.0,-7.0,9.899494936611665,9.899494936611665,5.0,1.2490457723982544,0.48
example_task_id,17,2,2326.0,716.0,121.0,171.0,1.0,0,1.0,20691.0,16.91892431568863,0.48,2326.0,716.0,121.0,171.0,2386.5,801.5,584.0,0.7623697409859543,-0.002657801360253509,0.7076023391812866,0.1918778801843318,1.077375683415777,0.09363295880149813,-9.5,14.0,16.91892431568863,16.91892431568863,232.0,-1.759995348894865,0.48
example_task_id,18,2,2326.0,744.0,103.0,146.0,1.0,0,1.0,15038.0,17.92344832893492,0.48,2326.0,744.0,103.0,146.0,2377.5,817.0,498.0,0.7619759411087452,-0.00039379987720911114,0.7054794520547946,-0.27321057464598136,0.7830252538401458,-0.14726027397260275,-9.0,15.5,17.92344832893492,17.92344832893492,784.0,-0.07013272230071665,0.48
example_task_id,19,2,2319.0,769.0,95.0,132.0,1.0,0,1.0,12540.0,21.095023109728988,0.48,2319.0,769.0,95.0,132.0,2366.5,835.0,454.0,0.7645320475075397,0.0025561063987944443,0.7196969696969697,-0.16611251496209603,0.6529549596459255,-0.08835341365461848,-11.0,18.0,21.095023109728988,21.095023109728988,674.0,0.022482983453764316,0.48
example_task_id,20,2,2306.0,744.0,122.0,172.0,1.0,0,1.0,20984.0,5.024937810560445,0.48,2306.0,744.0,122.0,172.0,2367.0,830.0,588.0,0.7626819871688675,-0.0018500603386721881,0.7093023255813954,0.6733652312599681,1.0926321270502473,0.29515418502202645,0.5,-5.0,5.024937810560445,5.024937810560445,794.0,2.692711903630427,0.48
example_task_id,21,2,2304.0,731.0,132.0,190.0,1.0,0,1.0,25080.0,5.0,0.48,2304.0,731.0,132.0,190.0,2370.0,826.0,644.0,0.7599161273873695,-0.0027658597814980146,0.6947368421052632,0.1951963400686237,1.305909919291851,0.09523809523809523,3.0,-4.0,5.0,5.0,173.0,0.5438324563021225,0.48
example_task_id,22,2,2318.0,721.0,123.0,177.0,1.0,0,1.0,21771.0,19.03943276465977,0.48,2318.0,721.0,123.0,177.0,2379.5,809.5,600.0,0.759951262903371,3.513551600153875e-05,0.6949152542372882,-0.1319377990430622,1.1336110387919813,-0.06832298136645963,9.5,-16.5,19.03943276465977,19.03943276465977,296.0,-0.12109767707675567,0.48
example_task_id,23,2,2320.0,716.0,120.0,173.0,1.0,0,1.0,20760.0,7.0178344238090995,0.48,2320.0,716.0,120.0,173.0,2380.0,802.5,586.0,0.7596997459320912,-0.000251516971279786,0.6936416184971098,-0.04643792200633871,1.0809684977870346,-0.023333333333333334,0.5,-7.0,7.0178344238090995,7.0178344238090995,29.0,-0.45109596693123843,0.48
example_task_id,24,2,2343.0,705.0,108.0,162.0,1.0,0,1.0,17496.0,23.69071548096427,0.48,2343.0,705.0,108.0,162.0,2397.0,786.0,540.0,0.7539822368615504,-0.005717509070540805,0.6666666666666666,-0.15722543352601157,0.9110127570945067,-0.07849829351535836,17.0,-16.5,23.69071548096427,23.69071548096427,650.0,0.7290149636022429,0.48
example_task_id,25,2,2341.0,705.0,109.0,162.0,1.0,0,1.0,17658.0,1.5,0.48,2341.0,705.0,109.0,162.0,2395.5,786.0,542.0,0.7553579482453748,0.0013757113838244184,0.6728395061728395,0.009259259259259259,0.9194480604009373,0.003703703703703704,-1.5,0.0,1.5,1.5,4.0,-2.3711187551824295,0.48
example_task_id,2,3,1431.0,496.0,161.0,221.0,1.0,0,1.0,35581.0,0.0,0.4,1431.0,496.0,161.0,221.0,1511.5,606.5,764.0,0.7660220951137471,0.0,0.7285067873303167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
example_task_id,3,3,1431.0,499.0,159.0,218.0,1.0,0,1.0,34662.0,1.8027756377319946,0.4,1431.0,499.0,159.0,218.0,1510.5,608.0,754.0,0.7661623212625812,0.00014022614883413276,0.7293577981651376,-0.025828391557291813,0.9741716084427082,-0.013089005235602094,-1.0,1.5,1.8027756377319946,1.8027756377319946,9.0,0.0,0.4
